variable,mid,low,high,value,count
SPARCS,3.525,3.42,3.63,0,25
SPARCS,3.525,3.42,3.63,1,7
SPARCS,3.525,3.42,3.63,2,4
SPARCS,3.525,3.42,3.63,8,1
SPARCS,3.525,3.42,3.63,,0
SPARCS,3.715,3.63,3.8,0,23
SPARCS,3.715,3.63,3.8,1,7
SPARCS,3.715,3.63,3.8,2,1
SPARCS,3.715,3.63,3.8,3,1
SPARCS,3.715,3.63,3.8,,0
SPARCS,3.915,3.8,4.03,0,30
SPARCS,3.915,3.8,4.03,1,2
SPARCS,3.915,3.8,4.03,,0
SPARCS,4.155,4.03,4.28,0,23
SPARCS,4.155,4.03,4.28,1,6
SPARCS,4.155,4.03,4.28,,0
SPARCS,4.4,4.28,4.52,0,31
SPARCS,4.4,4.28,4.52,1,4
SPARCS,4.4,4.28,4.52,,0
SPARCS,4.645,4.52,4.77,0,23
SPARCS,4.645,4.52,4.77,1,4
SPARCS,4.645,4.52,4.77,2,1
SPARCS,4.645,4.52,4.77,,0
SPARCS,4.895,4.77,5.02,0,21
SPARCS,4.895,4.77,5.02,1,5
SPARCS,4.895,4.77,5.02,,0
SPARCS,5.185,5.02,5.35,0,25
SPARCS,5.185,5.02,5.35,1,3
SPARCS,5.185,5.02,5.35,2,1
SPARCS,5.185,5.02,5.35,,0
SPARCS,5.475,5.35,5.6,0,19
SPARCS,5.475,5.35,5.6,1,8
SPARCS,5.475,5.35,5.6,,0
SPARCS,5.77,5.6,5.94,0,23
SPARCS,5.77,5.6,5.94,1,4
SPARCS,5.77,5.6,5.94,2,1
SPARCS,5.77,5.6,5.94,,0
SPARCS,6.085,5.94,6.23,0,21
SPARCS,6.085,5.94,6.23,1,2
SPARCS,6.085,5.94,6.23,2,1
SPARCS,6.085,5.94,6.23,,0
SPARCS,6.395,6.23,6.56,0,26
SPARCS,6.395,6.23,6.56,1,4
SPARCS,6.395,6.23,6.56,3,2
SPARCS,6.395,6.23,6.56,,0
SPARCS,6.755,6.56,6.95,0,17
SPARCS,6.755,6.56,6.95,1,5
SPARCS,6.755,6.56,6.95,2,1
SPARCS,6.755,6.56,6.95,,0
SPARCS,7.185,6.95,7.42,0,15
SPARCS,7.185,6.95,7.42,1,3
SPARCS,7.185,6.95,7.42,,0
SPARCS,7.61,7.42,7.8,0,11
SPARCS,7.61,7.42,7.8,1,4
SPARCS,7.61,7.42,7.8,2,1
SPARCS,7.61,7.42,7.8,,0
SPARCS,8.04,7.8,8.28,0,17
SPARCS,8.04,7.8,8.28,1,3
SPARCS,8.04,7.8,8.28,2,1
SPARCS,8.04,7.8,8.28,,0
SPARCS,8.64,8.28,9,0,19
SPARCS,8.64,8.28,9,,0
SPARCS,9.55,9,10.1,0,13
SPARCS,9.55,9,10.1,1,1
SPARCS,9.55,9,10.1,,0
SPARCS,10.95,10.1,11.8,0,13
SPARCS,10.95,10.1,11.8,1,1
SPARCS,10.95,10.1,11.8,,0
SPARCS,30.65,11.8,49.5,0,7
SPARCS,30.65,11.8,49.5,1,2
SPARCS,30.65,11.8,49.5,,0
SPARCS,,,,0,22
SPARCS,,,,1,7
SPARCS,,,,2,2
SPARCS,,,,,0
