variable,mid,low,high,value,count
CDC,0.7885,0.735,0.842,4,2
CDC,0.7885,0.735,0.842,7,1
CDC,0.903,0.842,0.964,0,39
CDC,0.903,0.842,0.964,1,8
CDC,0.903,0.842,0.964,2,7
CDC,0.903,0.842,0.964,3,1
CDC,0.903,0.842,0.964,4,1
CDC,0.903,0.842,0.964,5,1
CDC,0.903,0.842,0.964,6,1
CDC,1.017,0.964,1.07,0,41
CDC,1.017,0.964,1.07,1,9
CDC,1.017,0.964,1.07,2,3
CDC,1.017,0.964,1.07,3,2
CDC,1.017,0.964,1.07,4,1
CDC,1.017,0.964,1.07,6,2
CDC,1.017,0.964,1.07,10,1
CDC,1.135,1.07,1.2,0,43
CDC,1.135,1.07,1.2,1,9
CDC,1.135,1.07,1.2,2,6
CDC,1.135,1.07,1.2,15,1
CDC,1.255,1.2,1.31,0,37
CDC,1.255,1.2,1.31,1,8
CDC,1.255,1.2,1.31,2,7
CDC,1.255,1.2,1.31,4,2
CDC,1.255,1.2,1.31,5,1
CDC,1.255,1.2,1.31,6,1
CDC,1.255,1.2,1.31,9,1
CDC,1.255,1.2,1.31,14,1
CDC,1.38,1.31,1.45,0,43
CDC,1.38,1.31,1.45,1,8
CDC,1.38,1.31,1.45,2,3
CDC,1.38,1.31,1.45,3,1
CDC,1.38,1.31,1.45,5,1
CDC,1.38,1.31,1.45,7,2
CDC,1.38,1.31,1.45,11,1
CDC,1.505,1.45,1.56,0,36
CDC,1.505,1.45,1.56,1,13
CDC,1.505,1.45,1.56,2,6
CDC,1.505,1.45,1.56,3,2
CDC,1.505,1.45,1.56,5,1
CDC,1.505,1.45,1.56,6,1
CDC,1.63,1.56,1.7,0,39
CDC,1.63,1.56,1.7,1,11
CDC,1.63,1.56,1.7,2,6
CDC,1.63,1.56,1.7,3,1
CDC,1.63,1.56,1.7,6,1
CDC,1.76,1.7,1.82,0,41
CDC,1.76,1.7,1.82,1,10
CDC,1.76,1.7,1.82,2,4
CDC,1.76,1.7,1.82,3,1
CDC,1.76,1.7,1.82,4,1
CDC,1.76,1.7,1.82,7,2
CDC,1.87,1.82,1.92,0,40
CDC,1.87,1.82,1.92,1,12
CDC,1.87,1.82,1.92,2,4
CDC,1.87,1.82,1.92,4,1
CDC,1.87,1.82,1.92,5,1
CDC,1.87,1.82,1.92,7,1
CDC,1.985,1.92,2.05,0,41
CDC,1.985,1.92,2.05,1,12
CDC,1.985,1.92,2.05,2,4
CDC,1.985,1.92,2.05,4,1
CDC,1.985,1.92,2.05,5,1
CDC,2.105,2.05,2.16,0,44
CDC,2.105,2.05,2.16,1,9
CDC,2.105,2.05,2.16,2,3
CDC,2.105,2.05,2.16,3,1
CDC,2.105,2.05,2.16,4,1
CDC,2.215,2.16,2.27,0,43
CDC,2.215,2.16,2.27,1,6
CDC,2.215,2.16,2.27,2,5
CDC,2.215,2.16,2.27,3,3
CDC,2.215,2.16,2.27,4,1
CDC,2.215,2.16,2.27,7,1
CDC,2.33,2.27,2.39,0,35
CDC,2.33,2.27,2.39,1,14
CDC,2.33,2.27,2.39,2,2
CDC,2.33,2.27,2.39,3,3
CDC,2.33,2.27,2.39,4,1
CDC,2.33,2.27,2.39,5,4
CDC,2.465,2.39,2.54,0,39
CDC,2.465,2.39,2.54,1,12
CDC,2.465,2.39,2.54,2,2
CDC,2.465,2.39,2.54,3,2
CDC,2.465,2.39,2.54,4,1
CDC,2.465,2.39,2.54,6,1
CDC,2.465,2.39,2.54,8,1
CDC,2.605,2.54,2.67,0,32
CDC,2.605,2.54,2.67,1,12
CDC,2.605,2.54,2.67,2,6
CDC,2.605,2.54,2.67,3,5
CDC,2.605,2.54,2.67,4,2
CDC,2.605,2.54,2.67,6,2
CDC,2.74,2.67,2.81,0,43
CDC,2.74,2.67,2.81,1,7
CDC,2.74,2.67,2.81,2,6
CDC,2.74,2.67,2.81,3,1
CDC,2.74,2.67,2.81,5,1
CDC,2.74,2.67,2.81,6,1
CDC,2.875,2.81,2.94,0,40
CDC,2.875,2.81,2.94,1,12
CDC,2.875,2.81,2.94,2,5
CDC,2.875,2.81,2.94,3,1
CDC,3.025,2.94,3.11,0,38
CDC,3.025,2.94,3.11,1,11
CDC,3.025,2.94,3.11,2,4
CDC,3.025,2.94,3.11,3,3
CDC,3.025,2.94,3.11,4,1
CDC,3.025,2.94,3.11,5,2
CDC,3.2,3.11,3.29,0,35
CDC,3.2,3.11,3.29,1,11
CDC,3.2,3.11,3.29,2,7
CDC,3.2,3.11,3.29,3,1
CDC,3.2,3.11,3.29,4,2
CDC,3.2,3.11,3.29,5,1
CDC,3.2,3.11,3.29,6,1
CDC,3.2,3.11,3.29,7,1
CDC,3.355,3.29,3.42,0,37
CDC,3.355,3.29,3.42,1,15
CDC,3.355,3.29,3.42,2,3
CDC,3.355,3.29,3.42,3,4
CDC,3.525,3.42,3.63,0,37
CDC,3.525,3.42,3.63,1,11
CDC,3.525,3.42,3.63,2,3
CDC,3.525,3.42,3.63,3,2
CDC,3.525,3.42,3.63,4,2
CDC,3.525,3.42,3.63,5,2
CDC,3.525,3.42,3.63,7,1
CDC,3.715,3.63,3.8,0,41
CDC,3.715,3.63,3.8,1,7
CDC,3.715,3.63,3.8,2,5
CDC,3.715,3.63,3.8,3,2
CDC,3.715,3.63,3.8,4,2
CDC,3.715,3.63,3.8,5,1
CDC,3.715,3.63,3.8,7,1
CDC,3.915,3.8,4.03,0,39
CDC,3.915,3.8,4.03,1,11
CDC,3.915,3.8,4.03,2,2
CDC,3.915,3.8,4.03,3,3
CDC,3.915,3.8,4.03,4,1
CDC,3.915,3.8,4.03,5,2
CDC,3.915,3.8,4.03,8,1
CDC,4.155,4.03,4.28,0,40
CDC,4.155,4.03,4.28,1,8
CDC,4.155,4.03,4.28,2,4
CDC,4.155,4.03,4.28,3,2
CDC,4.155,4.03,4.28,4,2
CDC,4.155,4.03,4.28,6,2
CDC,4.4,4.28,4.52,0,37
CDC,4.4,4.28,4.52,1,12
CDC,4.4,4.28,4.52,2,6
CDC,4.4,4.28,4.52,3,2
CDC,4.4,4.28,4.52,4,1
CDC,4.4,4.28,4.52,14,1
CDC,4.645,4.52,4.77,0,41
CDC,4.645,4.52,4.77,1,11
CDC,4.645,4.52,4.77,2,4
CDC,4.645,4.52,4.77,3,2
CDC,4.645,4.52,4.77,9,1
CDC,4.895,4.77,5.02,0,36
CDC,4.895,4.77,5.02,1,14
CDC,4.895,4.77,5.02,2,5
CDC,4.895,4.77,5.02,3,1
CDC,4.895,4.77,5.02,5,1
CDC,4.895,4.77,5.02,6,1
CDC,5.185,5.02,5.35,0,35
CDC,5.185,5.02,5.35,1,12
CDC,5.185,5.02,5.35,2,3
CDC,5.185,5.02,5.35,3,4
CDC,5.185,5.02,5.35,4,3
CDC,5.185,5.02,5.35,5,1
CDC,5.185,5.02,5.35,7,1
CDC,5.475,5.35,5.6,0,38
CDC,5.475,5.35,5.6,1,9
CDC,5.475,5.35,5.6,2,6
CDC,5.475,5.35,5.6,3,4
CDC,5.475,5.35,5.6,10,1
CDC,5.475,5.35,5.6,17,1
CDC,5.77,5.6,5.94,0,41
CDC,5.77,5.6,5.94,1,6
CDC,5.77,5.6,5.94,2,6
CDC,5.77,5.6,5.94,3,2
CDC,5.77,5.6,5.94,4,1
CDC,5.77,5.6,5.94,5,1
CDC,5.77,5.6,5.94,6,1
CDC,5.77,5.6,5.94,,0
CDC,6.085,5.94,6.23,0,36
CDC,6.085,5.94,6.23,1,15
CDC,6.085,5.94,6.23,2,3
CDC,6.085,5.94,6.23,4,2
CDC,6.085,5.94,6.23,5,1
CDC,6.085,5.94,6.23,7,1
CDC,6.395,6.23,6.56,0,40
CDC,6.395,6.23,6.56,1,13
CDC,6.395,6.23,6.56,2,4
CDC,6.395,6.23,6.56,3,1
CDC,6.395,6.23,6.56,10,1
CDC,6.755,6.56,6.95,0,38
CDC,6.755,6.56,6.95,1,10
CDC,6.755,6.56,6.95,2,5
CDC,6.755,6.56,6.95,3,3
CDC,6.755,6.56,6.95,4,1
CDC,6.755,6.56,6.95,5,1
CDC,6.755,6.56,6.95,6,1
CDC,7.185,6.95,7.42,0,43
CDC,7.185,6.95,7.42,1,8
CDC,7.185,6.95,7.42,2,1
CDC,7.185,6.95,7.42,3,2
CDC,7.185,6.95,7.42,4,1
CDC,7.185,6.95,7.42,5,1
CDC,7.185,6.95,7.42,6,1
CDC,7.185,6.95,7.42,,0
CDC,7.61,7.42,7.8,0,42
CDC,7.61,7.42,7.8,1,7
CDC,7.61,7.42,7.8,2,3
CDC,7.61,7.42,7.8,3,3
CDC,7.61,7.42,7.8,4,3
CDC,7.61,7.42,7.8,9,1
CDC,8.04,7.8,8.28,0,36
CDC,8.04,7.8,8.28,1,10
CDC,8.04,7.8,8.28,2,5
CDC,8.04,7.8,8.28,3,6
CDC,8.04,7.8,8.28,4,1
CDC,8.04,7.8,8.28,7,1
CDC,8.64,8.28,9,0,41
CDC,8.64,8.28,9,1,9
CDC,8.64,8.28,9,2,3
CDC,8.64,8.28,9,3,3
CDC,8.64,8.28,9,4,1
CDC,8.64,8.28,9,5,1
CDC,9.55,9,10.1,0,37
CDC,9.55,9,10.1,1,10
CDC,9.55,9,10.1,2,6
CDC,9.55,9,10.1,3,4
CDC,9.55,9,10.1,4,1
CDC,9.55,9,10.1,6,1
CDC,10.95,10.1,11.8,0,37
CDC,10.95,10.1,11.8,1,15
CDC,10.95,10.1,11.8,2,2
CDC,10.95,10.1,11.8,3,2
CDC,10.95,10.1,11.8,4,2
CDC,10.95,10.1,11.8,11,1
CDC,30.65,11.8,49.5,0,31
CDC,30.65,11.8,49.5,1,16
CDC,30.65,11.8,49.5,2,4
CDC,30.65,11.8,49.5,3,6
CDC,30.65,11.8,49.5,4,2
CDC,,,,0,19
CDC,,,,1,5
CDC,,,,2,3
CDC,,,,3,6
CDC,,,,4,1
CDC,,,,8,1
SPARCS,0.054015,0.00833,0.0997,0,24
SPARCS,0.054015,0.00833,0.0997,1,9
SPARCS,0.054015,0.00833,0.0997,2,5
SPARCS,0.054015,0.00833,0.0997,3,3
SPARCS,0.054015,0.00833,0.0997,4,2
SPARCS,0.054015,0.00833,0.0997,,0
SPARCS,0.12385,0.0997,0.148,0,22
SPARCS,0.12385,0.0997,0.148,1,10
SPARCS,0.12385,0.0997,0.148,2,2
SPARCS,0.12385,0.0997,0.148,3,4
SPARCS,0.12385,0.0997,0.148,4,2
SPARCS,0.12385,0.0997,0.148,,0
SPARCS,0.183,0.148,0.218,0,24
SPARCS,0.183,0.148,0.218,1,14
SPARCS,0.183,0.148,0.218,2,5
SPARCS,0.183,0.148,0.218,,0
SPARCS,0.247,0.218,0.276,0,23
SPARCS,0.247,0.218,0.276,1,9
SPARCS,0.247,0.218,0.276,2,5
SPARCS,0.247,0.218,0.276,3,2
SPARCS,0.247,0.218,0.276,5,1
SPARCS,0.247,0.218,0.276,,0
SPARCS,0.3055,0.276,0.335,0,23
SPARCS,0.3055,0.276,0.335,1,8
SPARCS,0.3055,0.276,0.335,2,7
SPARCS,0.3055,0.276,0.335,3,1
SPARCS,0.3055,0.276,0.335,4,2
SPARCS,0.3055,0.276,0.335,,0
SPARCS,0.387,0.335,0.439,0,30
SPARCS,0.387,0.335,0.439,1,14
SPARCS,0.387,0.335,0.439,2,2
SPARCS,0.387,0.335,0.439,3,2
SPARCS,0.387,0.335,0.439,4,1
SPARCS,0.387,0.335,0.439,,0
SPARCS,0.487,0.439,0.535,0,26
SPARCS,0.487,0.439,0.535,1,9
SPARCS,0.487,0.439,0.535,2,3
SPARCS,0.487,0.439,0.535,3,1
SPARCS,0.487,0.439,0.535,,0
SPARCS,0.579,0.535,0.623,0,22
SPARCS,0.579,0.535,0.623,1,15
SPARCS,0.579,0.535,0.623,2,4
SPARCS,0.579,0.535,0.623,3,3
SPARCS,0.579,0.535,0.623,4,1
SPARCS,0.579,0.535,0.623,,0
SPARCS,0.679,0.623,0.735,0,25
SPARCS,0.679,0.623,0.735,1,12
SPARCS,0.679,0.623,0.735,2,3
SPARCS,0.679,0.623,0.735,3,1
SPARCS,0.679,0.623,0.735,4,1
SPARCS,0.679,0.623,0.735,,0
SPARCS,0.7885,0.735,0.842,0,29
SPARCS,0.7885,0.735,0.842,1,6
SPARCS,0.7885,0.735,0.842,2,6
SPARCS,0.7885,0.735,0.842,3,1
SPARCS,0.7885,0.735,0.842,4,1
SPARCS,0.7885,0.735,0.842,5,1
SPARCS,0.7885,0.735,0.842,,0
SPARCS,0.903,0.842,0.964,0,26
SPARCS,0.903,0.842,0.964,1,8
SPARCS,0.903,0.842,0.964,2,8
SPARCS,0.903,0.842,0.964,3,2
SPARCS,0.903,0.842,0.964,,0
SPARCS,1.017,0.964,1.07,0,30
SPARCS,1.017,0.964,1.07,1,10
SPARCS,1.017,0.964,1.07,2,3
SPARCS,1.017,0.964,1.07,3,2
SPARCS,1.017,0.964,1.07,7,1
SPARCS,1.017,0.964,1.07,,0
SPARCS,1.135,1.07,1.2,0,31
SPARCS,1.135,1.07,1.2,1,9
SPARCS,1.135,1.07,1.2,2,5
SPARCS,1.135,1.07,1.2,,0
SPARCS,1.255,1.2,1.31,0,19
SPARCS,1.255,1.2,1.31,1,9
SPARCS,1.255,1.2,1.31,2,5
SPARCS,1.255,1.2,1.31,3,1
SPARCS,1.255,1.2,1.31,5,1
SPARCS,1.255,1.2,1.31,7,1
SPARCS,1.255,1.2,1.31,16,1
SPARCS,1.255,1.2,1.31,,0
SPARCS,1.38,1.31,1.45,0,21
SPARCS,1.38,1.31,1.45,1,11
SPARCS,1.38,1.31,1.45,2,3
SPARCS,1.38,1.31,1.45,3,1
SPARCS,1.38,1.31,1.45,4,1
SPARCS,1.38,1.31,1.45,7,1
SPARCS,1.38,1.31,1.45,,0
SPARCS,1.505,1.45,1.56,0,24
SPARCS,1.505,1.45,1.56,1,10
SPARCS,1.505,1.45,1.56,2,3
SPARCS,1.505,1.45,1.56,3,5
SPARCS,1.505,1.45,1.56,4,1
SPARCS,1.505,1.45,1.56,6,1
SPARCS,1.505,1.45,1.56,,0
SPARCS,1.63,1.56,1.7,0,29
SPARCS,1.63,1.56,1.7,1,5
SPARCS,1.63,1.56,1.7,2,9
SPARCS,1.63,1.56,1.7,4,1
SPARCS,1.63,1.56,1.7,,0
SPARCS,1.76,1.7,1.82,0,32
SPARCS,1.76,1.7,1.82,1,6
SPARCS,1.76,1.7,1.82,2,5
SPARCS,1.76,1.7,1.82,4,1
SPARCS,1.76,1.7,1.82,15,1
SPARCS,1.76,1.7,1.82,,0
SPARCS,1.87,1.82,1.92,0,28
SPARCS,1.87,1.82,1.92,1,9
SPARCS,1.87,1.82,1.92,2,2
SPARCS,1.87,1.82,1.92,4,2
SPARCS,1.87,1.82,1.92,7,1
SPARCS,1.87,1.82,1.92,,0
SPARCS,1.985,1.92,2.05,0,30
SPARCS,1.985,1.92,2.05,1,10
SPARCS,1.985,1.92,2.05,2,1
SPARCS,1.985,1.92,2.05,3,1
SPARCS,1.985,1.92,2.05,5,1
SPARCS,1.985,1.92,2.05,6,1
SPARCS,1.985,1.92,2.05,,0
SPARCS,2.105,2.05,2.16,0,37
SPARCS,2.105,2.05,2.16,1,2
SPARCS,2.105,2.05,2.16,2,3
SPARCS,2.105,2.05,2.16,4,1
SPARCS,2.105,2.05,2.16,5,1
SPARCS,2.105,2.05,2.16,,0
SPARCS,2.215,2.16,2.27,0,20
SPARCS,2.215,2.16,2.27,1,11
SPARCS,2.215,2.16,2.27,2,4
SPARCS,2.215,2.16,2.27,3,1
SPARCS,2.215,2.16,2.27,,0
SPARCS,2.33,2.27,2.39,0,25
SPARCS,2.33,2.27,2.39,1,14
SPARCS,2.33,2.27,2.39,2,5
SPARCS,2.33,2.27,2.39,3,1
SPARCS,2.33,2.27,2.39,4,1
SPARCS,2.33,2.27,2.39,5,1
SPARCS,2.33,2.27,2.39,,0
SPARCS,2.465,2.39,2.54,0,20
SPARCS,2.465,2.39,2.54,1,7
SPARCS,2.465,2.39,2.54,2,2
SPARCS,2.465,2.39,2.54,3,2
SPARCS,2.465,2.39,2.54,4,1
SPARCS,2.465,2.39,2.54,5,1
SPARCS,2.465,2.39,2.54,7,1
SPARCS,2.465,2.39,2.54,,0
SPARCS,2.605,2.54,2.67,0,25
SPARCS,2.605,2.54,2.67,1,11
SPARCS,2.605,2.54,2.67,2,5
SPARCS,2.605,2.54,2.67,4,1
SPARCS,2.605,2.54,2.67,,0
SPARCS,2.74,2.67,2.81,0,23
SPARCS,2.74,2.67,2.81,1,10
SPARCS,2.74,2.67,2.81,2,3
SPARCS,2.74,2.67,2.81,3,1
SPARCS,2.74,2.67,2.81,,0
SPARCS,2.875,2.81,2.94,0,22
SPARCS,2.875,2.81,2.94,1,10
SPARCS,2.875,2.81,2.94,2,4
SPARCS,2.875,2.81,2.94,3,2
SPARCS,2.875,2.81,2.94,,0
SPARCS,3.025,2.94,3.11,0,22
SPARCS,3.025,2.94,3.11,1,11
SPARCS,3.025,2.94,3.11,2,3
SPARCS,3.025,2.94,3.11,3,2
SPARCS,3.025,2.94,3.11,5,1
SPARCS,3.025,2.94,3.11,,0
SPARCS,3.2,3.11,3.29,0,19
SPARCS,3.2,3.11,3.29,1,12
SPARCS,3.2,3.11,3.29,2,4
SPARCS,3.2,3.11,3.29,3,3
SPARCS,3.2,3.11,3.29,5,1
SPARCS,3.2,3.11,3.29,,0
SPARCS,3.355,3.29,3.42,0,32
SPARCS,3.355,3.29,3.42,1,9
SPARCS,3.355,3.29,3.42,2,3
SPARCS,3.355,3.29,3.42,3,1
SPARCS,3.355,3.29,3.42,5,1
SPARCS,3.355,3.29,3.42,,0
SPARCS,3.525,3.42,3.63,0,34
SPARCS,3.525,3.42,3.63,1,6
SPARCS,3.525,3.42,3.63,2,2
SPARCS,3.525,3.42,3.63,7,1
SPARCS,3.525,3.42,3.63,10,1
SPARCS,3.525,3.42,3.63,,0
SPARCS,3.715,3.63,3.8,0,31
SPARCS,3.715,3.63,3.8,1,8
SPARCS,3.715,3.63,3.8,2,2
SPARCS,3.715,3.63,3.8,3,3
SPARCS,3.715,3.63,3.8,,0
SPARCS,3.915,3.8,4.03,0,27
SPARCS,3.915,3.8,4.03,1,11
SPARCS,3.915,3.8,4.03,2,2
SPARCS,3.915,3.8,4.03,4,1
SPARCS,3.915,3.8,4.03,5,1
SPARCS,3.915,3.8,4.03,,0
SPARCS,4.155,4.03,4.28,0,18
SPARCS,4.155,4.03,4.28,1,13
SPARCS,4.155,4.03,4.28,2,3
SPARCS,4.155,4.03,4.28,3,2
SPARCS,4.155,4.03,4.28,8,1
SPARCS,4.155,4.03,4.28,,0
SPARCS,4.4,4.28,4.52,0,32
SPARCS,4.4,4.28,4.52,1,7
SPARCS,4.4,4.28,4.52,2,4
SPARCS,4.4,4.28,4.52,7,1
SPARCS,4.4,4.28,4.52,,0
SPARCS,4.645,4.52,4.77,0,25
SPARCS,4.645,4.52,4.77,1,9
SPARCS,4.645,4.52,4.77,2,3
SPARCS,4.645,4.52,4.77,4,1
SPARCS,4.645,4.52,4.77,5,1
SPARCS,4.645,4.52,4.77,,0
SPARCS,4.895,4.77,5.02,0,26
SPARCS,4.895,4.77,5.02,1,14
SPARCS,4.895,4.77,5.02,2,2
SPARCS,4.895,4.77,5.02,3,1
SPARCS,4.895,4.77,5.02,4,1
SPARCS,4.895,4.77,5.02,5,2
SPARCS,4.895,4.77,5.02,,0
SPARCS,5.185,5.02,5.35,0,25
SPARCS,5.185,5.02,5.35,1,12
SPARCS,5.185,5.02,5.35,2,4
SPARCS,5.185,5.02,5.35,3,1
SPARCS,5.185,5.02,5.35,,0
SPARCS,5.475,5.35,5.6,0,27
SPARCS,5.475,5.35,5.6,1,10
SPARCS,5.475,5.35,5.6,2,5
SPARCS,5.475,5.35,5.6,3,2
SPARCS,5.475,5.35,5.6,5,1
SPARCS,5.475,5.35,5.6,7,1
SPARCS,5.475,5.35,5.6,,0
SPARCS,5.77,5.6,5.94,0,33
SPARCS,5.77,5.6,5.94,1,10
SPARCS,5.77,5.6,5.94,2,1
SPARCS,5.77,5.6,5.94,6,2
SPARCS,5.77,5.6,5.94,,0
SPARCS,6.085,5.94,6.23,0,23
SPARCS,6.085,5.94,6.23,1,9
SPARCS,6.085,5.94,6.23,2,6
SPARCS,6.085,5.94,6.23,3,1
SPARCS,6.085,5.94,6.23,4,2
SPARCS,6.085,5.94,6.23,5,1
SPARCS,6.085,5.94,6.23,,0
SPARCS,6.395,6.23,6.56,0,25
SPARCS,6.395,6.23,6.56,1,9
SPARCS,6.395,6.23,6.56,2,3
SPARCS,6.395,6.23,6.56,3,1
SPARCS,6.395,6.23,6.56,6,1
SPARCS,6.395,6.23,6.56,,0
SPARCS,6.755,6.56,6.95,0,27
SPARCS,6.755,6.56,6.95,1,7
SPARCS,6.755,6.56,6.95,2,2
SPARCS,6.755,6.56,6.95,3,1
SPARCS,6.755,6.56,6.95,4,1
SPARCS,6.755,6.56,6.95,,0
SPARCS,7.185,6.95,7.42,0,22
SPARCS,7.185,6.95,7.42,1,6
SPARCS,7.185,6.95,7.42,2,5
SPARCS,7.185,6.95,7.42,3,3
SPARCS,7.185,6.95,7.42,,0
SPARCS,7.61,7.42,7.8,0,24
SPARCS,7.61,7.42,7.8,1,12
SPARCS,7.61,7.42,7.8,2,3
SPARCS,7.61,7.42,7.8,3,1
SPARCS,7.61,7.42,7.8,,0
SPARCS,8.04,7.8,8.28,0,28
SPARCS,8.04,7.8,8.28,1,9
SPARCS,8.04,7.8,8.28,2,5
SPARCS,8.04,7.8,8.28,6,1
SPARCS,8.04,7.8,8.28,,0
SPARCS,8.64,8.28,9,0,25
SPARCS,8.64,8.28,9,1,12
SPARCS,8.64,8.28,9,2,3
SPARCS,8.64,8.28,9,3,1
SPARCS,8.64,8.28,9,4,2
SPARCS,8.64,8.28,9,,0
SPARCS,9.55,9,10.1,0,23
SPARCS,9.55,9,10.1,1,13
SPARCS,9.55,9,10.1,2,2
SPARCS,9.55,9,10.1,3,2
SPARCS,9.55,9,10.1,4,1
SPARCS,9.55,9,10.1,6,1
SPARCS,9.55,9,10.1,,0
SPARCS,10.95,10.1,11.8,0,29
SPARCS,10.95,10.1,11.8,1,8
SPARCS,10.95,10.1,11.8,2,5
SPARCS,10.95,10.1,11.8,3,3
SPARCS,10.95,10.1,11.8,4,1
SPARCS,10.95,10.1,11.8,7,1
SPARCS,10.95,10.1,11.8,,0
SPARCS,30.65,11.8,49.5,0,25
SPARCS,30.65,11.8,49.5,1,3
SPARCS,30.65,11.8,49.5,2,5
SPARCS,30.65,11.8,49.5,3,3
SPARCS,30.65,11.8,49.5,4,1
SPARCS,30.65,11.8,49.5,5,1
SPARCS,30.65,11.8,49.5,6,1
SPARCS,30.65,11.8,49.5,,0
SPARCS,,,,0,8
SPARCS,,,,1,8
SPARCS,,,,2,2
SPARCS,,,,3,4
SPARCS,,,,4,1
SPARCS,,,,6,1
SPARCS,,,,,0
