lat,lon
42.484963,-79.32439
42.484963,-79.32439
42.484963,-79.32439
42.484963,-79.32439
42.484963,-79.32439
42.484963,-79.32439
42.795809,-77.819998
42.795809,-77.819998
42.795809,-77.819998
42.795809,-77.819998
42.795809,-77.819998
42.795809,-77.819998
42.795809,-77.819998
42.795809,-77.819998
42.795809,-77.819998
42.795809,-77.819998
43.014394,-78.163539
40.809926,-73.270379
41.604585,-74.18014
41.604585,-74.18014
41.604585,-74.18014
41.604585,-74.18014
41.604585,-74.18014
41.930265,-73.977138
41.918356,-74.017416
40.644414,-74.110768
40.689934,-73.982801
42.625618,-73.738828
42.625618,-73.738828
42.625618,-73.738828
40.764765,-73.972169
40.760213,-73.975348
40.764765,-73.972169
40.774279,-73.965306
40.776166,-73.963857
43.157529,-77.604168
41.791479,-73.935862
40.673145,-73.968449
43.269116,-73.5893
40.729923,-73.592524
40.729923,-73.592524
40.729923,-73.592524
41.347672,-74.285853
41.347672,-74.285853
41.347672,-74.285853
41.347672,-74.285853
41.347672,-74.285853
40.972997,-73.881595
40.587253,-73.881227
40.764372,-73.334645
40.925214,-73.904778
40.925214,-73.904778
40.925214,-73.904778
40.925214,-73.904778
40.917913,-73.909367
43.321796,-73.666348
43.035425,-76.135828
43.035425,-76.135828
43.035425,-76.135828
43.035425,-76.135828
43.035425,-76.135828
43.035425,-76.135828
43.076241,-75.283302
43.076241,-75.283302
43.076241,-75.283302
43.076241,-75.283302
42.920226,-78.867303
43.087132,-76.116853
43.087132,-76.116853
42.923151,-76.591236
42.554147,-77.592084
42.136107,-76.969841
42.136107,-76.969841
40.685142,-73.977668
42.1432342,-76.8239308
41.740422,-74.080662
42.473883,-79.324188
42.473883,-79.324188
42.473883,-79.324188
42.473883,-79.324188
42.473883,-79.324188
42.473883,-79.324188
42.473883,-79.324188
40.84374,-73.014052
40.84374,-73.014052
41.051226,-73.688388
41.051226,-73.688388
,
,
40.776274,-73.567514
43.101862,-75.237115
42.885805,-78.87459
42.885805,-78.87459
42.885805,-78.87459
42.885805,-78.87459
42.621482,-77.398169
42.621482,-77.398169
42.621482,-77.398169
42.621482,-77.398169
42.621482,-77.398169
41.005614,-73.659338
40.831764,-73.695877
42.898878,-73.769628
42.898878,-73.769628
42.898878,-73.769628
42.71332,-78.005018
43.07332,-77.607
40.703549,-73.990641
40.703549,-73.990641
40.703549,-73.990641
43.153129,-77.602698
40.759137,-73.704711
43.431446,-76.510141
42.845384,-78.054761
,
,
44.690912,-73.51459
40.934361,-73.84347
40.731222,-74.009771
42.727548,-77.879689
40.71925,-73.964182
42.209549,-79.466597
42.2095792,-79.466961
41.032353,-73.772513
41.032353,-73.772513
41.032353,-73.772513
41.032353,-73.772513
41.032353,-73.772513
41.032353,-73.772513
41.032353,-73.772513
42.5766264,-73.8582849
42.5766264,-73.8582849
42.5766264,-73.8582849
41.113405,-73.720288
41.113405,-73.720288
43.088153,-79.065395
43.088153,-79.065395
41.034282,-73.763534
41.034282,-73.763534
41.115505,-73.717814
41.115505,-73.717814
41.115505,-73.717814
41.115505,-73.717814
41.115505,-73.717814
41.115505,-73.717814
41.115505,-73.717814
40.71436,-74.016515
41.032353,-73.772513
41.032353,-73.772513
41.032353,-73.772513
41.032353,-73.772513
43.183934,-78.696846
43.183934,-78.696846
43.183934,-78.696846
43.183934,-78.696846
40.71941,-73.96403
40.652297,-73.630803
42.985366,-74.397979
42.985366,-74.397979
42.985366,-74.397979
42.985366,-74.397979
42.985366,-74.397979
42.985366,-74.397979
40.7110664,-74.0046257172867
40.7110664,-74.0046257172867
40.746066,-73.981981
40.746066,-73.981981
40.746066,-73.981981
40.746066,-73.981981
40.746066,-73.981981
40.746066,-73.981981
42.098177,-76.814809
42.715563,-73.81424
42.715563,-73.81424
42.827056,-75.543915
40.736903,-74.000888
41.274411,-73.702035
41.274411,-73.702035
41.274411,-73.702035
41.274411,-73.702035
41.274411,-73.702035
41.274411,-73.702035
42.751072,-73.790322
42.751072,-73.790322
42.751072,-73.790322
42.751072,-73.790322
44.674963,-73.468661
43.158953,-77.608058
40.712212,-74.001793
40.712212,-74.001793
42.209549,-79.466597
40.758778,-73.690965
42.673362,-73.772618
42.673035,-73.772014
42.673035,-73.772014
42.673035,-73.772014
42.96112,-73.785585
41.080309,-74.053121
41.080309,-74.053121
43.008301,-77.449566
41.032952,-73.76805
42.826241,-73.879153
42.826241,-73.879153
42.826241,-73.879153
42.826241,-73.879153
42.826241,-73.879153
42.826241,-73.879153
42.826241,-73.879153
42.826241,-73.879153
42.826241,-73.879153
42.826241,-73.879153
42.826241,-73.879153
42.826241,-73.879153
42.826241,-73.879153
42.826241,-73.879153
42.826241,-73.879153
42.826241,-73.879153
42.826241,-73.879153
40.642316,-74.07513
40.642316,-74.07513
41.161068,-74.191063
42.826241,-73.879153
42.826241,-73.879153
42.813811,-73.981575
41.113829,-73.861623
40.719515,-73.583481
43.156302,-77.606032
41.146917,-73.989528
43.156302,-77.606032
42.253956,-77.790408
41.143724,-73.839606
40.951716,-73.829114
40.858873,-73.288677
42.931073,-75.853782
42.88052,-78.875469
42.88052,-78.875469
42.88052,-78.875469
42.88052,-78.875469
42.873886,-78.875929
42.873886,-78.875929
42.9807943,-78.8759516
40.722806,-73.66414
40.722806,-73.66414
40.722806,-73.66414
40.722806,-73.66414
40.722806,-73.66414
43.154716,-77.616882
42.329545,-77.661374
42.14296,-77.041717
42.14296,-77.041717
42.096168,-75.913402
42.096168,-75.913402
40.93503,-73.109849
40.679413,-73.436772
40.679413,-73.436772
43.0360188,-74.4789578891444
43.0360188,-74.4789578891444
40.605605,-74.178531
43.077258,-76.168715
40.849346,-73.683827
40.687062,-74.00074
40.7679,-73.9826
42.14934,-76.916188
,
42.371298,-73.827956
40.752764,-73.978098
,
40.773087,-73.9894
40.773087,-73.9894
40.581487,-73.953761
42.143443,-77.054708
42.116978,-79.241314
40.705279,-74.008582
40.705279,-74.008582
40.705279,-74.008582
40.705279,-74.008582
40.730837,-73.995785
43.312925,-73.647585
40.706188,-73.620067
40.702642,-74.012406
40.702642,-74.012406
41.718104,-73.926524
40.748665,-73.985085
40.750622,-73.98384
40.761038,-73.975354
43.084299,-73.804561
42.099063,-75.937488
41.017511,-73.722848
42.880722,-78.876589
40.737744,-73.640817
40.737744,-73.640817
40.703732,-74.013159
,
40.704766,-74.009781
40.721046,-74.005635
40.721046,-74.005635
41.110689,-73.770412
,
,
,
41.183994,-73.868834
40.652297,-73.630803
,
40.760649,-73.976387
40.760649,-73.976387
40.776858,-73.934785
41.030394,-73.773135
40.726859,-73.994585
40.7674,-73.9827
40.7674,-73.9827
41.445263,-74.074798
40.98864,-73.682206
43.126456,-77.517447
40.704325,-74.00921
42.885842,-78.874324
40.733587,-73.98302
40.733587,-73.98302
40.733587,-73.98302
40.733587,-73.98302
40.733587,-73.98302
40.763192,-73.050801
40.75185,-73.980969
43.166242,-77.623239
42.103944,-75.844255
42.478648,-76.466348
42.478648,-76.466348
40.729934,-73.991973
40.712451,-74.009071
42.487383,-76.466482
40.691153,-73.982425
40.691153,-73.982425
40.7674,-73.9827
42.619275,-73.694725
42.680062,-73.763139
42.680062,-73.763139
42.680062,-73.763139
42.680062,-73.763139
41.034762,-73.769314
41.082378,-73.812862
41.082378,-73.812862
41.082378,-73.812862
41.082378,-73.812862
41.082378,-73.812862
42.110354,-79.282988
40.75185,-73.980969
40.755042,-73.978621
40.755042,-73.978621
40.75185,-73.980969
40.75185,-73.980969
40.75185,-73.980969
40.77066,-73.966855
40.736319,-73.992252
40.736319,-73.992252
40.76012,-73.975125
41.438805,-74.428813
40.770909,-73.947705
,
43.16973,-77.637045
42.117497,-75.948029
40.6721312,-73.9681890561948
40.704325,-74.00921
41.733187,-74.379693
42.960618,-73.759234
43.011216,-78.778702
40.704539,-73.986559
42.99957,-78.185659
40.732184,-74.002054
40.732184,-74.002054
40.776684,-73.095366
42.647098,-73.708478
42.647098,-73.708478
40.707539,-74.008012
41.146811,-73.988445
,
40.758236,-73.979061
42.966106,-78.922325
42.966106,-78.922325
43.179487,-77.703691
40.70137,-74.011955
41.037801,-73.763047
40.724529,-74.00398
43.31369,-73.623469
40.608034,-74.17267
40.608034,-74.17267
40.734587,-73.989911
42.25425,-77.802244
42.2566263,-77.8038823
40.748111,-73.985841
40.748111,-73.985841
44.930426,-74.893208
41.199969,-74.006514
41.033077,-73.764986
40.87084,-73.164508
42.086413,-75.914075
42.086413,-75.914075
42.086413,-75.914075
40.77389,-73.985077
40.77389,-73.985077
40.77389,-73.985077
40.766194,-73.527595
40.773783,-73.945614
43.043804,-76.139216
42.891968,-76.978484
42.891968,-76.978484
42.891968,-76.978484
43.202074,-77.577195
40.804506,-73.648664
42.952691,-78.720801
40.913781,-73.116223
40.694786,-73.976127
,
,
,
42.879946,-78.872036
43.134887,-75.229129
41.09852,-73.781915
41.09852,-73.781915
41.09852,-73.781915
41.277205,-73.779234
41.277205,-73.779234
40.709161,-74.012046
40.791131,-73.969409
41.087189,-73.803701
41.087189,-73.803701
41.087189,-73.803701
40.773964,-73.960611
40.773964,-73.960611
40.773964,-73.960611
40.631413,-74.034192
40.791131,-73.969409
42.897546,-78.779947
40.789291,-73.097671
40.789291,-73.097671
40.731779,-74.007807
43.154738,-77.603155
40.712998,-74.009471
41.075308,-73.814057
43.01407,-77.410723
42.958796,-78.726236
40.970385,-73.878845
42.98879,-78.799923
42.98879,-78.799923
43.108124,-77.621244
42.098923,-75.910334
42.098923,-75.910334
43.081192,-75.713882
40.773964,-73.960611
40.773964,-73.960611
43.049579,-76.151825
41.0316738,-73.775126
41.0316738,-73.775126
40.732657,-73.989806
40.736405,-73.988615
40.911473,-73.832731
40.758623,-73.971612
42.0878786,-75.9636283
40.911473,-73.832731
42.075645,-76.796588
43.045024,-76.151421
40.746214,-74.007975
43.095542,-76.174284
43.078995,-79.00913
40.9111811,-73.1262563
40.760032,-73.190551
40.760032,-73.190551
40.760032,-73.190551
43.158791,-75.330116
43.158791,-75.330116
43.158791,-75.330116
40.734256,-73.611359
40.66046465,-73.7254852418626
40.844976,-73.942334
40.844976,-73.942334
40.844976,-73.942334
40.844976,-73.942334
40.697586,-73.992943
42.900342,-78.865983
42.900342,-78.865983
42.900342,-78.865983
42.900342,-78.865983
42.900342,-78.865983
42.900342,-78.865983
43.077442,-77.659419
43.077442,-77.659419
43.077442,-77.659419
43.239731,-77.928364
43.239731,-77.928364
42.923208,-77.752531
42.923208,-77.752531
42.923208,-77.752531
43.186246,-77.694593
43.186246,-77.694593
43.186246,-77.694593
43.186246,-77.694593
43.186246,-77.694593
40.701991,-73.986723
40.784697,-73.554287
41.124145,-73.932582
40.804506,-73.648664
43.198286,-77.68024
43.198286,-77.68024
43.198286,-77.68024
43.198286,-77.68024
43.198286,-77.68024
43.198286,-77.68024
42.952691,-78.720801
42.952691,-78.720801
43.123407,-77.519107
41.032043,-73.770449
40.706887,-74.007008
40.706887,-74.007008
41.032043,-73.770449
43.183182,-77.697562
41.030745,-73.770211
43.144451,-77.539789
43.152432,-77.667664
43.152432,-77.667664
43.152432,-77.667664
43.152432,-77.667664
43.152432,-77.667664
43.152432,-77.667664
43.152432,-77.667664
43.102973,-77.581118
43.051056,-76.152173
40.913781,-73.116223
40.913781,-73.116223
42.326083,-79.58185
42.326083,-79.58185
42.326083,-79.58185
42.326083,-79.58185
42.326083,-79.58185
42.326083,-79.58185
41.657768,-74.69172
40.751126,-73.978471
43.307257,-73.646299
43.307257,-73.646299
43.307257,-73.646299
43.307257,-73.646299
40.654902,-73.678811
40.654902,-73.678811
43.093353,-75.18422
40.964826,-73.678605
40.804505,-73.672669
40.804505,-73.672669
40.804505,-73.672669
43.035338,-75.009887
43.035338,-75.009887
43.035338,-75.009887
42.848418,-78.837206
40.77588,-73.989832
43.15532,-77.6056
43.127017,-77.445957
,
,
,
,
,
,
,
,
,
,
,
43.050102,-76.152193
43.050102,-76.152193
43.457437,-76.235522
42.966203,-73.806469
42.966203,-73.806469
42.966203,-73.806469
42.966203,-73.806469
42.966203,-73.806469
42.675902,-73.699334
41.09852,-73.781915
41.09852,-73.781915
41.09852,-73.781915
42.977487,-77.844135
43.064543,-77.109872
40.752717,-73.967195
42.085688,-76.053208
40.824156,-73.224712
40.744796,-73.991412
43.210881,-75.457839
40.868519,-73.901907
40.740022,-73.995414
40.704952,-74.007151
40.704952,-74.007151
40.704952,-74.007151
40.730485,-73.995778
40.730485,-73.995778
42.091164,-76.795313
42.091164,-76.795313
43.0493828,-76.1518326
41.492984,-73.578491
41.492984,-73.578491
41.492984,-73.578491
43.122615,-77.696527
43.122615,-77.696527
43.122615,-77.696527
40.807981,-73.945967
40.807981,-73.945967
40.744796,-73.991412
40.749266,-73.988603
40.753069,-73.985811
40.764473,-73.97755
40.764473,-73.97755
40.764473,-73.97755
40.77751,-73.979023
42.700435,-73.856803
42.700435,-73.856803
40.708511,-74.007486
42.469011,-79.341472
42.469011,-79.341472
41.087189,-73.803701
40.731779,-74.007807
40.862626,-73.241255
40.737337,-73.985402
40.736429,-73.633505
40.736429,-73.633505
40.704952,-74.007151
40.765136,-73.977012
43.045477,-76.150252
43.045477,-76.150252
43.045477,-76.150252
40.646656,-73.970171
43.046814,-76.136198
43.100314,-77.614173
,
,
43.124962,-77.612065
40.662021,-73.716629
43.100314,-77.614173
40.856838,-73.859522
43.050613,-77.469857
43.01772,-77.66771
40.964842,-73.780436
40.770129,-73.987846
40.761873,-73.966348
40.761873,-73.966348
40.865487,-73.858411
40.620474,-74.109642
43.046814,-76.136198
43.100314,-77.614173
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.778406,-73.962688
40.713943,-73.604212
40.713943,-73.604212
40.713943,-73.604212
40.713943,-73.604212
40.713943,-73.604212
43.100314,-77.614173
43.100314,-77.614173
43.100314,-77.614173
43.035882,-76.138103
43.179208,-77.65597
43.179208,-77.65597
43.179208,-77.65597
43.179208,-77.65597
43.125316,-77.498674
42.860341,-74.028145
42.860341,-74.028145
42.860341,-74.028145
42.860341,-74.028145
42.860341,-74.028145
42.860341,-74.028145
40.695844,-73.294768
40.695844,-73.294768
40.695844,-73.294768
41.779348,-74.135645
40.711285,-73.398024
40.711285,-73.398024
40.711285,-73.398024
40.711285,-73.398024
40.711285,-73.398024
40.711285,-73.398024
40.711285,-73.398024
40.711285,-73.398024
40.711285,-73.398024
40.711285,-73.398024
40.711285,-73.398024
40.711285,-73.398024
40.711285,-73.398024
40.711285,-73.398024
40.711285,-73.398024
40.688191,-73.633236
42.9462,-77.601848
43.218616,-77.658325
40.967063,-73.860244
43.136451,-77.607295
43.153408,-77.576711
40.667603,-73.961805
40.667603,-73.961805
41.021235,-73.727068
40.964842,-73.780436
41.0230504,-73.7276364
42.962016,-78.616319
42.962016,-78.616319
40.8041,-73.286936
40.636306,-73.933591
42.901168,-78.869315
40.8041,-73.286936
40.8041,-73.286936
43.145423,-77.732353
43.145423,-77.732353
42.901168,-78.869315
40.988317,-73.796762
40.752406,-73.501957
40.751883,-73.986262
40.578033,-73.959205
40.639464,-73.997963
40.639464,-73.997963
40.578033,-73.959205
40.775422,-73.962777
42.734182,-78.622938
40.77066,-73.962025
42.734182,-78.622938
40.775433,-73.962769
,
42.083745,-75.815905
42.083745,-75.815905
42.663837,-73.787607
42.663837,-73.787607
40.723353,-73.976289
42.043916,-75.814821
42.924086,-76.584647
42.090534,-76.805846
41.532372,-73.942805
40.717754,-73.96056
43.055741,-76.149186
42.091859,-76.807758
40.740122,-73.998534
40.740122,-73.998534
40.723331,-74.004922
40.7141,-74.012733
40.7141,-74.012733
40.7141,-74.012733
40.7141,-74.012733
40.7141,-74.012733
42.043916,-75.814821
42.043916,-75.814821
40.844164,-73.700686
40.697231,-73.992142
40.697228,-73.961793
42.924086,-76.584647
42.924086,-76.584647
42.924086,-76.584647
42.924086,-76.584647
42.924086,-76.584647
42.46843,-76.536276
42.46843,-76.536276
42.46843,-76.536276
42.46843,-76.536276
40.768901,-73.964612
42.906236,-74.576746
43.035424,-76.135932
43.035424,-76.135932
43.035424,-76.135932
40.779478,-72.978157
40.779478,-72.978157
40.779478,-72.978157
40.779478,-72.978157
40.779478,-72.978157
40.779478,-72.978157
40.694822,-73.983824
42.862432,-78.858473
40.716674,-74.003655
42.097006,-76.062695
41.532372,-73.942805
41.532372,-73.942805
40.741975,-73.640436
40.741975,-73.640436
40.741975,-73.640436
40.741975,-73.640436
42.092343,-75.960777
42.092343,-75.960777
43.052301,-76.152161
40.717754,-73.96056
42.303722,-75.411588
42.303722,-75.411588
42.303722,-75.411588
42.303722,-75.411588
42.303722,-75.411588
40.75085,-73.978441
40.75085,-73.978441
43.050286,-76.152188
43.050286,-76.152188
40.740122,-73.998534
42.967134,-73.800083
40.970594,-73.872479
40.970594,-73.872479
40.970594,-73.872479
40.736161,-73.998103
40.743684,-73.99262
40.743684,-73.99262
40.743684,-73.99262
40.789736,-73.969984
40.789736,-73.969984
40.774979,-73.988004
40.704906,-74.007095
40.704906,-74.007095
40.715706,-74.01134
40.738143,-73.996537
40.738143,-73.996537
40.776184,-73.979945
40.776184,-73.979945
40.779405,-73.292083
40.783375,-73.974845
40.783375,-73.974845
40.697228,-73.961793
40.697228,-73.961793
40.684596,-73.841154
43.059459,-76.133997
40.779346,-73.957932
42.820294,-78.733596
41.108947,-73.866585
41.108947,-73.866585
41.108947,-73.866585
41.108947,-73.866585
40.779346,-73.957932
40.627115,-73.965958
40.61798,-74.068989
40.765289,-73.531633
43.091112,-75.279906
43.221747,-78.030963
40.765289,-73.531633
40.765289,-73.531633
40.765289,-73.531633
40.765289,-73.531633
43.10237,-75.231212
43.10237,-75.231212
43.10237,-75.231212
40.805918,-73.266413
40.805918,-73.266413
40.805918,-73.266413
40.715077,-74.015973
42.468462,-75.064305
43.059394,-76.155759
43.043965,-76.13279
40.764572,-73.977785
40.764572,-73.977785
41.087784,-73.803937
40.72861,-73.8513
40.768303,-73.867411
40.728691,-73.851013
40.728691,-73.851013
40.768539,-73.867984
40.768539,-73.867984
40.72869,-73.851017
40.72869,-73.851017
,
43.066514,-77.668331
40.779772,-73.957618
42.090085,-76.786742
42.090085,-76.786742
42.090085,-76.786742
42.090085,-76.786742
42.090085,-76.786742
43.06647,-77.668607
40.776127,-73.962263
41.0209,-73.728454
43.24231,-76.896095
43.24231,-76.896095
43.24231,-76.896095
43.209608,-77.454244
42.428285,-76.496832
42.094575,-76.797201
40.72441,-73.999836
40.718595,-73.97944
43.111447,-76.198993
43.111447,-76.198993
42.93105,-75.371452
40.71731,-73.997447
40.71731,-73.997447
41.252215,-74.373671
44.988611,-73.413945
40.715744,-74.011424
42.094575,-76.797201
40.72441,-73.999836
42.097997,-76.234094
42.491064,-76.486846
42.491064,-76.486846
42.097997,-76.234094
42.900981,-78.8628
40.752764,-73.985603
41.410121,-73.665472
,
40.703209,-74.011558
41.020144,-73.720485
43.09303,-75.658039
40.665949,-73.918267
40.665949,-73.918267
43.056084,-76.148365
40.793486,-73.947119
43.222153,-75.406951
43.222153,-75.406951
40.753771,-73.985575
40.724595,-74.000749
40.767681,-73.86658
40.767681,-73.86658
42.439767,-76.499048
40.722987,-73.848158
40.816638,-73.045026
40.816638,-73.045026
40.753081,-73.985374
40.753081,-73.985374
40.753081,-73.985374
43.101345,-76.187251
40.753081,-73.985374
,
,
40.781285,-73.96058
40.781285,-73.96058
40.781285,-73.96058
43.182086,-77.735218
41.922465,-73.999348
41.922465,-73.999348
40.718818,-73.987142
40.738308,-73.99193
42.447441,-76.461393
40.715032,-74.008166
42.099076,-75.909932
40.792694,-73.947347
40.736204,-73.988143
40.736204,-73.988143
43.182086,-77.735218
42.892111,-75.643347
43.46963,-76.491816
42.377392,-76.871133
40.746236,-73.990981
40.778474,-73.104853
40.741601,-73.361099
40.746236,-73.990981
40.753255,-73.98525
40.619872,-74.108259
40.781774,-73.96023
40.662408,-73.860108
40.600246,-74.140172
42.986225,-77.346851
43.187722,-77.680415
42.960418,-78.888947
42.960418,-78.888947
40.856858,-73.858642
43.049792,-77.469526
40.781774,-73.96023
40.981182,-73.683821
40.842415,-73.94402
40.842415,-73.94402
40.758617,-73.962701
43.223901,-76.884518
43.223901,-76.884518
43.223901,-76.884518
43.223901,-76.884518
40.730651,-73.636052
40.780718,-73.956681
40.781235,-73.956307
40.781235,-73.956307
40.763799,-73.964944
42.600378,-76.173455
40.690654,-73.991901
42.489275,-79.351656
43.217518,-78.386722
40.765838,-73.976595
40.765838,-73.976595
41.215204,-74.016343
42.489275,-79.351656
,
40.690654,-73.991901
43.217518,-78.386722
40.721964,-73.846783
40.804454,-73.96278
40.708833,-73.482866
40.753858,-73.984827
40.772658,-73.96057
42.324968,-77.661226
40.721149,-74.001236
42.813973,-73.933712
42.654728,-73.759811
44.695246,-73.466545
44.695246,-73.466545
43.038064,-76.131519
40.846171,-73.91862
42.968405,-73.769449
42.968405,-73.769449
40.719897625,-73.98805175
40.721239,-73.845474
40.721239,-73.845474
43.04746,-78.852171
40.829908,-73.847399
42.619907,-73.698022
42.619907,-73.698022
40.783077,-73.959264
40.783077,-73.959264
40.783077,-73.959264
40.753978,-73.984744
40.753978,-73.984744
40.753978,-73.984744
40.721596,-73.84479
40.987751,-73.824302
41.134482,-73.776803
40.777742,-73.961078
40.759066,-73.965455
40.759066,-73.965455
40.764383,-73.964511
40.764383,-73.964511
40.781734,-73.954916
40.753181,-73.986066
42.089333,-76.806584
42.089333,-76.806584
42.642117,-73.78929
40.721121,-73.843701
40.783555,-73.958917
40.783555,-73.958917
40.777892,-73.960971
43.048938,-77.469177
40.764491,-73.964431
42.957587,-78.803879
40.828103,-73.908681
41.329567,-73.827983
40.825644,-73.892959
42.892327,-75.641842
40.75172,-73.976704
40.75172,-73.976704
40.75172,-73.976704
40.75172,-73.976704
40.75172,-73.976704
40.75172,-73.976704
40.75172,-73.976704
40.75172,-73.976704
40.75172,-73.976704
40.724568,-73.999702
40.724568,-73.999702
40.7180137,-74.0007305
43.096699,-75.652842
43.05022,-76.150761
43.05022,-76.150761
43.05022,-76.150761
43.05022,-76.150761
,
40.752552,-73.986459
40.752552,-73.986459
40.752552,-73.986459
40.678036,-73.839916
40.678036,-73.839916
42.903744,-78.868467
40.754482,-73.984379
40.754482,-73.984379
43.235203,-76.864353
43.235203,-76.864353
43.235203,-76.864353
43.235203,-76.864353
43.235203,-76.864353
40.760986,-73.977184
40.760986,-73.977184
40.760986,-73.977184
40.760986,-73.977184
42.147096,-75.887378
42.147096,-75.887378
40.74203,-73.98714
40.694915,-73.984936
40.781317,-73.985261
40.707327,-74.011035
40.732543,-73.996123
43.060454,-73.823092
42.757101,-73.822058
42.684695,-73.766197
42.684695,-73.766197
42.684695,-73.766197
42.684695,-73.766197
40.650427,-73.948529
40.759404,-73.975385
40.713454,-73.997436
40.74937,-73.982763
40.754395,-73.979055
40.754395,-73.979055
40.766388,-73.970294
40.769345,-73.967618
40.769345,-73.967618
40.754898,-73.95526
43.058534,-73.811818
42.105346,-75.892256
41.129129,-74.04507
40.71931,-74.0001
42.731212,-77.884368
40.749443,-73.991749
40.749443,-73.991749
40.749443,-73.991749
40.749443,-73.991749
42.966137,-78.922285
43.090479,-77.515517
40.739542,-73.992459
42.139548,-77.056907
40.707327,-74.011035
40.707327,-74.011035
40.707327,-74.011035
40.707327,-74.011035
40.707327,-74.011035
40.707327,-74.011035
40.707327,-74.011035
40.707327,-74.011035
40.739542,-73.992459
40.739542,-73.992459
40.739542,-73.992459
40.753983,-73.982079
,
40.770685,-73.966913
40.9096063,-73.7796475
40.769129,-73.934235
40.745466,-73.94924
40.741989,-73.950269
40.740517,-73.937876
40.737503,-73.992509
40.733584,-73.956517
40.65874,-73.640253
40.65874,-73.640253
40.65874,-73.640253
40.65874,-73.640253
40.65874,-73.640253
40.65874,-73.640253
43.557831,-73.648545
42.650148,-73.753518
42.650148,-73.753518
40.704624,-74.006751
40.70986,-74.012058
40.732821,-73.987523
40.764669,-73.978012
42.73126,-73.683985
42.73126,-73.683985
42.73126,-73.683985
42.73126,-73.683985
42.73126,-73.683985
42.73126,-73.683985
42.73126,-73.683985
42.73126,-73.683985
42.73126,-73.683985
