variable,mid,low,high,value,count
SPARCS,0.183,0.148,0.218,23,1
SPARCS,0.183,0.148,0.218,24,3
SPARCS,0.183,0.148,0.218,25,3
SPARCS,0.183,0.148,0.218,26,1
SPARCS,0.183,0.148,0.218,28,2
SPARCS,0.183,0.148,0.218,29,1
SPARCS,0.183,0.148,0.218,32,2
SPARCS,0.183,0.148,0.218,33,2
SPARCS,0.247,0.218,0.276,2,1
SPARCS,0.247,0.218,0.276,3,1
SPARCS,0.247,0.218,0.276,4,2
SPARCS,0.247,0.218,0.276,5,4
SPARCS,0.247,0.218,0.276,6,4
SPARCS,0.247,0.218,0.276,7,6
SPARCS,0.247,0.218,0.276,8,2
SPARCS,0.247,0.218,0.276,9,2
SPARCS,0.247,0.218,0.276,10,2
SPARCS,0.247,0.218,0.276,12,1
SPARCS,0.247,0.218,0.276,13,2
SPARCS,0.247,0.218,0.276,16,2
SPARCS,0.247,0.218,0.276,17,3
SPARCS,0.247,0.218,0.276,18,6
SPARCS,0.247,0.218,0.276,19,1
SPARCS,0.247,0.218,0.276,20,2
SPARCS,0.247,0.218,0.276,21,1
SPARCS,0.247,0.218,0.276,22,2
SPARCS,0.247,0.218,0.276,23,1
SPARCS,0.247,0.218,0.276,24,3
SPARCS,0.247,0.218,0.276,25,3
SPARCS,0.247,0.218,0.276,26,1
SPARCS,0.247,0.218,0.276,27,2
SPARCS,0.247,0.218,0.276,28,2
SPARCS,0.247,0.218,0.276,31,1
SPARCS,0.247,0.218,0.276,,0
SPARCS,0.3055,0.276,0.335,0,1
SPARCS,0.3055,0.276,0.335,1,1
SPARCS,0.3055,0.276,0.335,4,1
SPARCS,0.3055,0.276,0.335,5,1
SPARCS,0.3055,0.276,0.335,6,2
SPARCS,0.3055,0.276,0.335,7,4
SPARCS,0.3055,0.276,0.335,8,4
SPARCS,0.3055,0.276,0.335,9,4
SPARCS,0.3055,0.276,0.335,10,5
SPARCS,0.3055,0.276,0.335,11,2
SPARCS,0.3055,0.276,0.335,12,1
SPARCS,0.3055,0.276,0.335,14,1
SPARCS,0.3055,0.276,0.335,15,2
SPARCS,0.3055,0.276,0.335,16,4
SPARCS,0.3055,0.276,0.335,17,2
SPARCS,0.3055,0.276,0.335,18,2
SPARCS,0.3055,0.276,0.335,19,1
SPARCS,0.3055,0.276,0.335,20,3
SPARCS,0.3055,0.276,0.335,21,4
SPARCS,0.3055,0.276,0.335,22,4
SPARCS,0.3055,0.276,0.335,23,2
SPARCS,0.3055,0.276,0.335,24,3
SPARCS,0.3055,0.276,0.335,27,1
SPARCS,0.3055,0.276,0.335,31,1
SPARCS,0.3055,0.276,0.335,32,1
SPARCS,0.3055,0.276,0.335,33,1
SPARCS,0.3055,0.276,0.335,,0
SPARCS,0.387,0.335,0.439,0,2
SPARCS,0.387,0.335,0.439,1,1
SPARCS,0.387,0.335,0.439,3,5
SPARCS,0.387,0.335,0.439,4,5
SPARCS,0.387,0.335,0.439,5,6
SPARCS,0.387,0.335,0.439,6,2
SPARCS,0.387,0.335,0.439,7,3
SPARCS,0.387,0.335,0.439,8,6
SPARCS,0.387,0.335,0.439,9,1
SPARCS,0.387,0.335,0.439,10,2
SPARCS,0.387,0.335,0.439,11,1
SPARCS,0.387,0.335,0.439,13,3
SPARCS,0.387,0.335,0.439,17,3
SPARCS,0.387,0.335,0.439,18,2
SPARCS,0.387,0.335,0.439,19,2
SPARCS,0.387,0.335,0.439,21,1
SPARCS,0.387,0.335,0.439,23,3
SPARCS,0.387,0.335,0.439,25,2
SPARCS,0.387,0.335,0.439,26,3
SPARCS,0.387,0.335,0.439,27,2
SPARCS,0.387,0.335,0.439,29,1
SPARCS,0.387,0.335,0.439,35,1
SPARCS,0.387,0.335,0.439,42,1
SPARCS,0.387,0.335,0.439,46,1
SPARCS,0.487,0.439,0.535,0,2
SPARCS,0.487,0.439,0.535,2,3
SPARCS,0.487,0.439,0.535,4,4
SPARCS,0.487,0.439,0.535,5,5
SPARCS,0.487,0.439,0.535,6,5
SPARCS,0.487,0.439,0.535,7,3
SPARCS,0.487,0.439,0.535,8,3
SPARCS,0.487,0.439,0.535,9,3
SPARCS,0.487,0.439,0.535,10,2
SPARCS,0.487,0.439,0.535,13,4
SPARCS,0.487,0.439,0.535,14,2
SPARCS,0.487,0.439,0.535,17,1
SPARCS,0.487,0.439,0.535,18,2
SPARCS,0.487,0.439,0.535,21,1
SPARCS,0.487,0.439,0.535,22,1
SPARCS,0.487,0.439,0.535,24,5
SPARCS,0.487,0.439,0.535,26,1
SPARCS,0.487,0.439,0.535,27,2
SPARCS,0.487,0.439,0.535,29,1
SPARCS,0.487,0.439,0.535,30,1
SPARCS,0.487,0.439,0.535,31,1
SPARCS,0.487,0.439,0.535,33,1
SPARCS,0.487,0.439,0.535,34,1
SPARCS,0.487,0.439,0.535,38,1
SPARCS,0.487,0.439,0.535,,0
SPARCS,0.579,0.535,0.623,2,1
SPARCS,0.579,0.535,0.623,3,3
SPARCS,0.579,0.535,0.623,4,1
SPARCS,0.579,0.535,0.623,5,5
SPARCS,0.579,0.535,0.623,6,1
SPARCS,0.579,0.535,0.623,7,5
SPARCS,0.579,0.535,0.623,8,5
SPARCS,0.579,0.535,0.623,9,3
SPARCS,0.579,0.535,0.623,10,4
SPARCS,0.579,0.535,0.623,11,3
SPARCS,0.579,0.535,0.623,12,2
SPARCS,0.579,0.535,0.623,13,3
SPARCS,0.579,0.535,0.623,14,2
SPARCS,0.579,0.535,0.623,17,5
SPARCS,0.579,0.535,0.623,19,1
SPARCS,0.579,0.535,0.623,20,2
SPARCS,0.579,0.535,0.623,21,1
SPARCS,0.579,0.535,0.623,24,2
SPARCS,0.579,0.535,0.623,25,1
SPARCS,0.579,0.535,0.623,26,3
SPARCS,0.579,0.535,0.623,27,2
SPARCS,0.579,0.535,0.623,31,1
SPARCS,0.579,0.535,0.623,34,1
SPARCS,0.579,0.535,0.623,36,1
SPARCS,0.579,0.535,0.623,37,1
SPARCS,0.679,0.623,0.735,3,1
SPARCS,0.679,0.623,0.735,4,1
SPARCS,0.679,0.623,0.735,6,2
SPARCS,0.679,0.623,0.735,7,8
SPARCS,0.679,0.623,0.735,8,1
SPARCS,0.679,0.623,0.735,10,2
SPARCS,0.679,0.623,0.735,11,3
SPARCS,0.679,0.623,0.735,12,2
SPARCS,0.679,0.623,0.735,13,4
SPARCS,0.679,0.623,0.735,14,2
SPARCS,0.679,0.623,0.735,15,1
SPARCS,0.679,0.623,0.735,16,3
SPARCS,0.679,0.623,0.735,17,2
SPARCS,0.679,0.623,0.735,18,1
SPARCS,0.679,0.623,0.735,19,2
SPARCS,0.679,0.623,0.735,21,4
SPARCS,0.679,0.623,0.735,23,2
SPARCS,0.679,0.623,0.735,24,1
SPARCS,0.679,0.623,0.735,25,1
SPARCS,0.679,0.623,0.735,26,3
SPARCS,0.679,0.623,0.735,27,1
SPARCS,0.679,0.623,0.735,28,2
SPARCS,0.679,0.623,0.735,29,1
SPARCS,0.679,0.623,0.735,31,1
SPARCS,0.679,0.623,0.735,32,1
SPARCS,0.679,0.623,0.735,33,1
SPARCS,0.679,0.623,0.735,34,2
SPARCS,0.679,0.623,0.735,35,2
SPARCS,0.679,0.623,0.735,37,1
SPARCS,0.679,0.623,0.735,,0
SPARCS,0.7885,0.735,0.842,0,1
SPARCS,0.7885,0.735,0.842,1,1
SPARCS,0.7885,0.735,0.842,2,1
SPARCS,0.7885,0.735,0.842,4,1
SPARCS,0.7885,0.735,0.842,5,2
SPARCS,0.7885,0.735,0.842,6,2
SPARCS,0.7885,0.735,0.842,7,3
SPARCS,0.7885,0.735,0.842,8,1
SPARCS,0.7885,0.735,0.842,9,4
SPARCS,0.7885,0.735,0.842,10,1
SPARCS,0.7885,0.735,0.842,11,2
SPARCS,0.7885,0.735,0.842,12,1
SPARCS,0.7885,0.735,0.842,13,1
SPARCS,0.7885,0.735,0.842,14,2
SPARCS,0.7885,0.735,0.842,15,3
SPARCS,0.7885,0.735,0.842,16,2
SPARCS,0.7885,0.735,0.842,17,2
SPARCS,0.7885,0.735,0.842,18,3
SPARCS,0.7885,0.735,0.842,19,2
SPARCS,0.7885,0.735,0.842,20,3
SPARCS,0.7885,0.735,0.842,22,2
SPARCS,0.7885,0.735,0.842,24,2
SPARCS,0.7885,0.735,0.842,25,1
SPARCS,0.7885,0.735,0.842,26,1
SPARCS,0.7885,0.735,0.842,27,3
SPARCS,0.7885,0.735,0.842,28,1
SPARCS,0.7885,0.735,0.842,31,4
SPARCS,0.7885,0.735,0.842,32,3
SPARCS,0.7885,0.735,0.842,33,1
SPARCS,0.7885,0.735,0.842,,0
SPARCS,0.903,0.842,0.964,3,1
SPARCS,0.903,0.842,0.964,6,3
SPARCS,0.903,0.842,0.964,7,3
SPARCS,0.903,0.842,0.964,8,1
SPARCS,0.903,0.842,0.964,9,1
SPARCS,0.903,0.842,0.964,10,1
SPARCS,0.903,0.842,0.964,11,1
SPARCS,0.903,0.842,0.964,12,1
SPARCS,0.903,0.842,0.964,13,2
SPARCS,0.903,0.842,0.964,14,1
SPARCS,0.903,0.842,0.964,15,3
SPARCS,0.903,0.842,0.964,17,3
SPARCS,0.903,0.842,0.964,18,5
SPARCS,0.903,0.842,0.964,19,3
SPARCS,0.903,0.842,0.964,22,2
SPARCS,0.903,0.842,0.964,23,1
SPARCS,0.903,0.842,0.964,24,3
SPARCS,0.903,0.842,0.964,25,4
SPARCS,0.903,0.842,0.964,26,1
SPARCS,0.903,0.842,0.964,27,2
SPARCS,0.903,0.842,0.964,28,3
SPARCS,0.903,0.842,0.964,29,3
SPARCS,0.903,0.842,0.964,30,3
SPARCS,0.903,0.842,0.964,31,2
SPARCS,0.903,0.842,0.964,34,1
SPARCS,0.903,0.842,0.964,35,1
SPARCS,0.903,0.842,0.964,36,1
SPARCS,0.903,0.842,0.964,38,1
SPARCS,0.903,0.842,0.964,,0
SPARCS,1.017,0.964,1.07,5,1
SPARCS,1.017,0.964,1.07,6,1
SPARCS,1.017,0.964,1.07,7,1
SPARCS,1.017,0.964,1.07,8,1
SPARCS,1.017,0.964,1.07,10,2
SPARCS,1.017,0.964,1.07,11,1
SPARCS,1.017,0.964,1.07,12,1
SPARCS,1.017,0.964,1.07,14,1
SPARCS,1.017,0.964,1.07,15,2
SPARCS,1.017,0.964,1.07,16,3
SPARCS,1.017,0.964,1.07,17,1
SPARCS,1.017,0.964,1.07,18,1
SPARCS,1.017,0.964,1.07,19,4
SPARCS,1.017,0.964,1.07,20,1
SPARCS,1.017,0.964,1.07,21,3
SPARCS,1.017,0.964,1.07,22,3
SPARCS,1.017,0.964,1.07,23,4
SPARCS,1.017,0.964,1.07,24,2
SPARCS,1.017,0.964,1.07,25,2
SPARCS,1.017,0.964,1.07,26,2
SPARCS,1.017,0.964,1.07,27,2
SPARCS,1.017,0.964,1.07,28,1
SPARCS,1.017,0.964,1.07,29,3
SPARCS,1.017,0.964,1.07,30,1
SPARCS,1.017,0.964,1.07,31,3
SPARCS,1.017,0.964,1.07,32,2
SPARCS,1.017,0.964,1.07,33,2
SPARCS,1.017,0.964,1.07,35,1
SPARCS,1.017,0.964,1.07,36,1
SPARCS,1.017,0.964,1.07,37,2
SPARCS,1.017,0.964,1.07,39,1
SPARCS,1.017,0.964,1.07,40,1
SPARCS,1.017,0.964,1.07,43,1
SPARCS,1.017,0.964,1.07,,0
SPARCS,1.135,1.07,1.2,0,1
SPARCS,1.135,1.07,1.2,5,1
SPARCS,1.135,1.07,1.2,6,1
SPARCS,1.135,1.07,1.2,7,2
SPARCS,1.135,1.07,1.2,8,1
SPARCS,1.135,1.07,1.2,10,1
SPARCS,1.135,1.07,1.2,11,1
SPARCS,1.135,1.07,1.2,12,3
SPARCS,1.135,1.07,1.2,14,2
SPARCS,1.135,1.07,1.2,15,2
SPARCS,1.135,1.07,1.2,16,5
SPARCS,1.135,1.07,1.2,17,2
SPARCS,1.135,1.07,1.2,18,2
SPARCS,1.135,1.07,1.2,19,1
SPARCS,1.135,1.07,1.2,20,2
SPARCS,1.135,1.07,1.2,21,1
SPARCS,1.135,1.07,1.2,22,3
SPARCS,1.135,1.07,1.2,23,2
SPARCS,1.135,1.07,1.2,24,2
SPARCS,1.135,1.07,1.2,25,1
SPARCS,1.135,1.07,1.2,26,4
SPARCS,1.135,1.07,1.2,27,2
SPARCS,1.135,1.07,1.2,28,2
SPARCS,1.135,1.07,1.2,29,3
SPARCS,1.135,1.07,1.2,30,3
SPARCS,1.135,1.07,1.2,32,3
SPARCS,1.135,1.07,1.2,33,1
SPARCS,1.135,1.07,1.2,34,3
SPARCS,1.135,1.07,1.2,39,1
SPARCS,1.135,1.07,1.2,45,1
SPARCS,1.255,1.2,1.31,2,1
SPARCS,1.255,1.2,1.31,4,1
SPARCS,1.255,1.2,1.31,7,1
SPARCS,1.255,1.2,1.31,8,1
SPARCS,1.255,1.2,1.31,9,2
SPARCS,1.255,1.2,1.31,10,3
SPARCS,1.255,1.2,1.31,11,1
SPARCS,1.255,1.2,1.31,12,2
SPARCS,1.255,1.2,1.31,13,2
SPARCS,1.255,1.2,1.31,14,1
SPARCS,1.255,1.2,1.31,15,5
SPARCS,1.255,1.2,1.31,16,2
SPARCS,1.255,1.2,1.31,17,2
SPARCS,1.255,1.2,1.31,18,4
SPARCS,1.255,1.2,1.31,19,2
SPARCS,1.255,1.2,1.31,20,3
SPARCS,1.255,1.2,1.31,21,2
SPARCS,1.255,1.2,1.31,22,3
SPARCS,1.255,1.2,1.31,23,2
SPARCS,1.255,1.2,1.31,24,2
SPARCS,1.255,1.2,1.31,25,2
SPARCS,1.255,1.2,1.31,26,2
SPARCS,1.255,1.2,1.31,27,2
SPARCS,1.255,1.2,1.31,29,1
SPARCS,1.255,1.2,1.31,32,3
SPARCS,1.255,1.2,1.31,33,1
SPARCS,1.255,1.2,1.31,34,1
SPARCS,1.255,1.2,1.31,36,1
SPARCS,1.255,1.2,1.31,37,1
SPARCS,1.255,1.2,1.31,,0
SPARCS,1.38,1.31,1.45,5,1
SPARCS,1.38,1.31,1.45,8,2
SPARCS,1.38,1.31,1.45,9,2
SPARCS,1.38,1.31,1.45,10,2
SPARCS,1.38,1.31,1.45,11,2
SPARCS,1.38,1.31,1.45,13,1
SPARCS,1.38,1.31,1.45,14,3
SPARCS,1.38,1.31,1.45,15,1
SPARCS,1.38,1.31,1.45,16,3
SPARCS,1.38,1.31,1.45,17,1
SPARCS,1.38,1.31,1.45,18,3
SPARCS,1.38,1.31,1.45,19,1
SPARCS,1.38,1.31,1.45,20,3
SPARCS,1.38,1.31,1.45,21,1
SPARCS,1.38,1.31,1.45,22,3
SPARCS,1.38,1.31,1.45,23,4
SPARCS,1.38,1.31,1.45,24,1
SPARCS,1.38,1.31,1.45,25,3
SPARCS,1.38,1.31,1.45,26,4
SPARCS,1.38,1.31,1.45,28,2
SPARCS,1.38,1.31,1.45,29,2
SPARCS,1.38,1.31,1.45,31,1
SPARCS,1.38,1.31,1.45,33,4
SPARCS,1.38,1.31,1.45,34,1
SPARCS,1.38,1.31,1.45,35,1
SPARCS,1.38,1.31,1.45,38,1
SPARCS,1.38,1.31,1.45,42,1
SPARCS,1.38,1.31,1.45,44,1
SPARCS,1.38,1.31,1.45,,0
SPARCS,1.505,1.45,1.56,2,1
SPARCS,1.505,1.45,1.56,6,1
SPARCS,1.505,1.45,1.56,7,2
SPARCS,1.505,1.45,1.56,8,1
SPARCS,1.505,1.45,1.56,9,1
SPARCS,1.505,1.45,1.56,10,2
SPARCS,1.505,1.45,1.56,11,3
SPARCS,1.505,1.45,1.56,12,4
SPARCS,1.505,1.45,1.56,13,2
SPARCS,1.505,1.45,1.56,14,3
SPARCS,1.505,1.45,1.56,15,1
SPARCS,1.505,1.45,1.56,16,2
SPARCS,1.505,1.45,1.56,17,2
SPARCS,1.505,1.45,1.56,18,6
SPARCS,1.505,1.45,1.56,19,3
SPARCS,1.505,1.45,1.56,20,3
SPARCS,1.505,1.45,1.56,21,1
SPARCS,1.505,1.45,1.56,22,1
SPARCS,1.505,1.45,1.56,24,1
SPARCS,1.505,1.45,1.56,25,1
SPARCS,1.505,1.45,1.56,26,3
SPARCS,1.505,1.45,1.56,27,2
SPARCS,1.505,1.45,1.56,28,1
SPARCS,1.505,1.45,1.56,29,1
SPARCS,1.505,1.45,1.56,30,4
SPARCS,1.505,1.45,1.56,31,1
SPARCS,1.505,1.45,1.56,32,1
SPARCS,1.505,1.45,1.56,33,3
SPARCS,1.505,1.45,1.56,43,1
SPARCS,1.505,1.45,1.56,,0
SPARCS,1.63,1.56,1.7,6,2
SPARCS,1.63,1.56,1.7,7,1
SPARCS,1.63,1.56,1.7,8,1
SPARCS,1.63,1.56,1.7,9,1
SPARCS,1.63,1.56,1.7,10,1
SPARCS,1.63,1.56,1.7,11,3
SPARCS,1.63,1.56,1.7,12,1
SPARCS,1.63,1.56,1.7,13,4
SPARCS,1.63,1.56,1.7,14,4
SPARCS,1.63,1.56,1.7,15,2
SPARCS,1.63,1.56,1.7,16,2
SPARCS,1.63,1.56,1.7,17,3
SPARCS,1.63,1.56,1.7,18,2
SPARCS,1.63,1.56,1.7,19,2
SPARCS,1.63,1.56,1.7,20,3
SPARCS,1.63,1.56,1.7,21,2
SPARCS,1.63,1.56,1.7,22,3
SPARCS,1.63,1.56,1.7,23,2
SPARCS,1.63,1.56,1.7,25,3
SPARCS,1.63,1.56,1.7,26,1
SPARCS,1.63,1.56,1.7,28,3
SPARCS,1.63,1.56,1.7,29,3
SPARCS,1.63,1.56,1.7,33,1
SPARCS,1.63,1.56,1.7,34,1
SPARCS,1.63,1.56,1.7,35,1
SPARCS,1.63,1.56,1.7,37,2
SPARCS,1.63,1.56,1.7,39,1
SPARCS,1.63,1.56,1.7,40,1
SPARCS,1.63,1.56,1.7,43,1
SPARCS,1.63,1.56,1.7,,0
SPARCS,1.76,1.7,1.82,8,4
SPARCS,1.76,1.7,1.82,9,2
SPARCS,1.76,1.7,1.82,10,1
SPARCS,1.76,1.7,1.82,11,3
SPARCS,1.76,1.7,1.82,12,2
SPARCS,1.76,1.7,1.82,13,4
SPARCS,1.76,1.7,1.82,15,1
SPARCS,1.76,1.7,1.82,16,2
SPARCS,1.76,1.7,1.82,17,4
SPARCS,1.76,1.7,1.82,18,1
SPARCS,1.76,1.7,1.82,19,2
SPARCS,1.76,1.7,1.82,20,3
SPARCS,1.76,1.7,1.82,21,5
SPARCS,1.76,1.7,1.82,22,1
SPARCS,1.76,1.7,1.82,23,2
SPARCS,1.76,1.7,1.82,24,1
SPARCS,1.76,1.7,1.82,25,2
SPARCS,1.76,1.7,1.82,26,2
SPARCS,1.76,1.7,1.82,27,5
SPARCS,1.76,1.7,1.82,29,1
SPARCS,1.76,1.7,1.82,30,2
SPARCS,1.76,1.7,1.82,31,1
SPARCS,1.76,1.7,1.82,32,1
SPARCS,1.76,1.7,1.82,33,2
SPARCS,1.76,1.7,1.82,35,1
SPARCS,1.76,1.7,1.82,36,1
SPARCS,1.76,1.7,1.82,37,1
SPARCS,1.76,1.7,1.82,,0
SPARCS,1.87,1.82,1.92,2,1
SPARCS,1.87,1.82,1.92,5,1
SPARCS,1.87,1.82,1.92,7,2
SPARCS,1.87,1.82,1.92,9,4
SPARCS,1.87,1.82,1.92,11,3
SPARCS,1.87,1.82,1.92,12,3
SPARCS,1.87,1.82,1.92,13,4
SPARCS,1.87,1.82,1.92,14,4
SPARCS,1.87,1.82,1.92,15,1
SPARCS,1.87,1.82,1.92,18,4
SPARCS,1.87,1.82,1.92,19,3
SPARCS,1.87,1.82,1.92,20,1
SPARCS,1.87,1.82,1.92,21,2
SPARCS,1.87,1.82,1.92,22,2
SPARCS,1.87,1.82,1.92,23,2
SPARCS,1.87,1.82,1.92,24,4
SPARCS,1.87,1.82,1.92,25,1
SPARCS,1.87,1.82,1.92,28,2
SPARCS,1.87,1.82,1.92,30,1
SPARCS,1.87,1.82,1.92,31,3
SPARCS,1.87,1.82,1.92,32,1
SPARCS,1.87,1.82,1.92,36,3
SPARCS,1.87,1.82,1.92,40,1
SPARCS,1.87,1.82,1.92,41,1
SPARCS,1.87,1.82,1.92,42,1
SPARCS,1.87,1.82,1.92,,0
SPARCS,1.985,1.92,2.05,2,1
SPARCS,1.985,1.92,2.05,5,1
SPARCS,1.985,1.92,2.05,7,1
SPARCS,1.985,1.92,2.05,8,2
SPARCS,1.985,1.92,2.05,9,2
SPARCS,1.985,1.92,2.05,10,1
SPARCS,1.985,1.92,2.05,12,1
SPARCS,1.985,1.92,2.05,13,4
SPARCS,1.985,1.92,2.05,15,3
SPARCS,1.985,1.92,2.05,16,3
SPARCS,1.985,1.92,2.05,17,4
SPARCS,1.985,1.92,2.05,18,4
SPARCS,1.985,1.92,2.05,20,3
SPARCS,1.985,1.92,2.05,21,2
SPARCS,1.985,1.92,2.05,22,2
SPARCS,1.985,1.92,2.05,24,2
SPARCS,1.985,1.92,2.05,26,2
SPARCS,1.985,1.92,2.05,28,3
SPARCS,1.985,1.92,2.05,29,2
SPARCS,1.985,1.92,2.05,30,2
SPARCS,1.985,1.92,2.05,31,2
SPARCS,1.985,1.92,2.05,32,3
SPARCS,1.985,1.92,2.05,33,1
SPARCS,1.985,1.92,2.05,34,1
SPARCS,1.985,1.92,2.05,36,1
SPARCS,1.985,1.92,2.05,43,1
SPARCS,1.985,1.92,2.05,,0
SPARCS,2.105,2.05,2.16,0,1
SPARCS,2.105,2.05,2.16,8,1
SPARCS,2.105,2.05,2.16,10,1
SPARCS,2.105,2.05,2.16,12,2
SPARCS,2.105,2.05,2.16,14,4
SPARCS,2.105,2.05,2.16,15,1
SPARCS,2.105,2.05,2.16,16,3
SPARCS,2.105,2.05,2.16,17,1
SPARCS,2.105,2.05,2.16,18,4
SPARCS,2.105,2.05,2.16,19,3
SPARCS,2.105,2.05,2.16,20,3
SPARCS,2.105,2.05,2.16,22,4
SPARCS,2.105,2.05,2.16,23,3
SPARCS,2.105,2.05,2.16,24,2
SPARCS,2.105,2.05,2.16,25,1
SPARCS,2.105,2.05,2.16,26,1
SPARCS,2.105,2.05,2.16,27,3
SPARCS,2.105,2.05,2.16,28,2
SPARCS,2.105,2.05,2.16,29,3
SPARCS,2.105,2.05,2.16,30,1
SPARCS,2.105,2.05,2.16,31,1
SPARCS,2.105,2.05,2.16,32,1
SPARCS,2.105,2.05,2.16,34,1
SPARCS,2.105,2.05,2.16,,0
SPARCS,2.215,2.16,2.27,1,1
SPARCS,2.215,2.16,2.27,6,1
SPARCS,2.215,2.16,2.27,7,2
SPARCS,2.215,2.16,2.27,8,1
SPARCS,2.215,2.16,2.27,9,3
SPARCS,2.215,2.16,2.27,10,1
SPARCS,2.215,2.16,2.27,11,1
SPARCS,2.215,2.16,2.27,12,1
SPARCS,2.215,2.16,2.27,13,2
SPARCS,2.215,2.16,2.27,14,6
SPARCS,2.215,2.16,2.27,15,4
SPARCS,2.215,2.16,2.27,16,4
SPARCS,2.215,2.16,2.27,17,5
SPARCS,2.215,2.16,2.27,18,1
SPARCS,2.215,2.16,2.27,19,2
SPARCS,2.215,2.16,2.27,20,5
SPARCS,2.215,2.16,2.27,21,2
SPARCS,2.215,2.16,2.27,22,1
SPARCS,2.215,2.16,2.27,25,2
SPARCS,2.215,2.16,2.27,26,2
SPARCS,2.215,2.16,2.27,27,2
SPARCS,2.215,2.16,2.27,33,1
SPARCS,2.215,2.16,2.27,35,1
SPARCS,2.215,2.16,2.27,36,1
SPARCS,2.215,2.16,2.27,37,2
SPARCS,2.215,2.16,2.27,38,1
SPARCS,2.215,2.16,2.27,,0
SPARCS,2.33,2.27,2.39,7,1
SPARCS,2.33,2.27,2.39,8,2
SPARCS,2.33,2.27,2.39,10,7
SPARCS,2.33,2.27,2.39,11,4
SPARCS,2.33,2.27,2.39,12,2
SPARCS,2.33,2.27,2.39,13,4
SPARCS,2.33,2.27,2.39,14,2
SPARCS,2.33,2.27,2.39,15,3
SPARCS,2.33,2.27,2.39,16,2
SPARCS,2.33,2.27,2.39,17,4
SPARCS,2.33,2.27,2.39,18,2
SPARCS,2.33,2.27,2.39,20,2
SPARCS,2.33,2.27,2.39,21,1
SPARCS,2.33,2.27,2.39,22,2
SPARCS,2.33,2.27,2.39,23,3
SPARCS,2.33,2.27,2.39,25,2
SPARCS,2.33,2.27,2.39,29,1
SPARCS,2.33,2.27,2.39,31,1
SPARCS,2.33,2.27,2.39,32,1
SPARCS,2.33,2.27,2.39,33,1
SPARCS,2.33,2.27,2.39,,0
SPARCS,2.465,2.39,2.54,0,1
SPARCS,2.465,2.39,2.54,2,1
SPARCS,2.465,2.39,2.54,9,1
